invoice_id,user_id,line_number,service_type,usage_quantity,unit,unit_price,line_amount
212621347808,212621145304,8,Voice Calls,3.58,minutes,1.1173,4.00
212625150221,212624947717,1,Mobile Data,219.63,MB,3.3659,739.26
212625150221,212624947717,2,Mobile Data,249.44,MB,3.2027,798.88
212625150221,212624947717,3,Mobile Data,210.16,MB,3.4275,720.32
212625150221,212624947717,4,Mobile Data,207.57,MB,3.4453,715.14
212625150221,212624947717,5,SMS,1.00,messages,0.5000,0.50
212625150221,212624947717,6,SMS,1.00,messages,0.5000,0.50
212625150221,212624947717,7,SMS,1.00,messages,0.5000,0.50
212625150221,212624947717,8,SMS,1.00,messages,0.5000,0.50
212625150221,212624947717,9,Voice Calls,0.87,minutes,1.1494,1.00
212625150221,212624947717,10,Voice Calls,3.00,minutes,1.3333,4.00
212625443492,212625240988,1,Mobile Data,302.36,MB,2.9922,904.72
212625443492,212625240988,2,Mobile Data,27.43,MB,5.0000,137.15
212625443492,212625240988,3,SMS,1.00,messages,0.5000,0.50
212625443492,212625240988,4,SMS,1.00,messages,0.5000,0.50
212625443492,212625240988,5,SMS,1.00,messages,0.5000,0.50
212625443492,212625240988,6,SMS,1.00,messages,0.5000,0.50
212625443492,212625240988,7,SMS,1.00,messages,0.5000,0.50
212625443492,212625240988,8,SMS,1.00,messages,0.5000,0.50
212625443492,212625240988,9,Voice Calls,7.13,minutes,1.1220,8.00
212625443492,212625240988,10,Voice Calls,5.78,minutes,1.0381,6.00
212625443492,212625240988,11,Voice Calls,7.43,minutes,1.0767,8.00
212625443492,212625240988,12,Voice Calls,0.55,minutes,1.8182,1.00
212626040058,212625837554,1,Mobile Data,122.46,MB,4.4498,544.92
212626040058,212625837554,2,Mobile Data,349.15,MB,2.8592,998.30
212626040058,212625837554,3,SMS,1.00,messages,0.5000,0.50
212626040058,212625837554,4,SMS,1.00,messages,0.5000,0.50
212626040058,212625837554,5,Voice Calls,2.43,minutes,1.2346,3.00
212626040058,212625837554,6,Voice Calls,7.23,minutes,1.1065,8.00
212626277928,212626075424,1,Mobile Data,274.88,MB,3.0914,849.76
212626277928,212626075424,2,Mobile Data,24.29,MB,5.0000,121.45
212626277928,212626075424,3,Mobile Data,281.03,MB,3.0675,862.06
212626277928,212626075424,4,Mobile Data,3.39,MB,5.0000,16.95
212626277928,212626075424,5,SMS,1.00,messages,0.5000,0.50
212626277928,212626075424,6,SMS,1.00,messages,0.5000,0.50
212626277928,212626075424,7,SMS,1.00,messages,0.5000,0.50
212626277928,212626075424,8,SMS,1.00,messages,0.5000,0.50
212626277928,212626075424,9,SMS,1.00,messages,0.5000,0.50
212626277928,212626075424,10,SMS,1.00,messages,0.5000,0.50
212626277928,212626075424,11,Voice Calls,4.87,minutes,1.0267,5.00
212626277928,212626075424,12,Voice Calls,6.90,minutes,1.0145,7.00
212626277928,212626075424,13,Voice Calls,7.85,minutes,1.0191,8.00
212627794000,212627591496,1,Mobile Data,213.03,MB,3.4083,726.06
212627794000,212627591496,2,SMS,1.00,messages,0.5000,0.50
212627794000,212627591496,3,SMS,1.00,messages,0.5000,0.50
212627794000,212627591496,4,SMS,1.00,messages,0.5000,0.50
212627794000,212627591496,5,Voice Calls,4.68,minutes,1.0684,5.00
212627807569,212627605065,1,Mobile Data,442.32,MB,2.6782,1184.64
212627807569,212627605065,2,Mobile Data,12.49,MB,5.0000,62.45
212627807569,212627605065,3,SMS,1.00,messages,0.5000,0.50
212627807569,212627605065,4,SMS,1.00,messages,0.5000,0.50
212627807569,212627605065,5,SMS,1.00,messages,0.5000,0.50
212627807569,212627605065,6,Voice Calls,1.10,minutes,1.8182,2.00
212627807569,212627605065,7,Voice Calls,3.52,minutes,1.1364,4.00
212627807569,212627605065,8,Voice Calls,8.43,minutes,1.0676,9.00
212627807569,212627605065,9,Voice Calls,1.65,minutes,1.2121,2.00
212628241391,212628038887,1,Mobile Data,350.05,MB,2.8570,1000.10
212628241391,212628038887,2,SMS,1.00,messages,0.5000,0.50
212628241391,212628038887,3,SMS,1.00,messages,0.5000,0.50
212628241391,212628038887,4,SMS,1.00,messages,0.5000,0.50
212628241391,212628038887,5,SMS,1.00,messages,0.5000,0.50
212628241391,212628038887,6,SMS,1.00,messages,0.5000,0.50
212628241391,212628038887,7,SMS,1.00,messages,0.5000,0.50
212628241391,212628038887,8,SMS,1.00,messages,0.5000,0.50
212628241391,212628038887,9,Voice Calls,0.63,minutes,1.5873,1.00
212628241391,212628038887,10,Voice Calls,0.63,minutes,1.5873,1.00
212628241391,212628038887,11,Voice Calls,4.00,minutes,1.2500,5.00
212628241391,212628038887,12,Voice Calls,3.95,minutes,1.0127,4.00
212628241391,212628038887,13,Voice Calls,8.67,minutes,1.0381,9.00
212628341836,212628139332,1,Mobile Data,234.87,MB,3.2773,769.74
212628341836,212628139332,2,Mobile Data,233.30,MB,3.2859,766.60
212628341836,212628139332,3,Mobile Data,427.95,MB,2.7010,1155.90
212628341836,212628139332,4,Mobile Data,434.48,MB,2.6905,1168.96
212628341836,212628139332,5,Mobile Data,470.16,MB,2.6381,1240.32
212628341836,212628139332,6,Mobile Data,25.86,MB,5.0000,129.30
212628341836,212628139332,7,SMS,1.00,messages,0.5000,0.50
212628341836,212628139332,8,SMS,1.00,messages,0.5000,0.50
212628341836,212628139332,9,SMS,1.00,messages,0.5000,0.50
212628341836,212628139332,10,Voice Calls,6.68,minutes,1.0479,7.00
212628341836,212628139332,11,Voice Calls,7.82,minutes,1.0230,8.00
212628638949,212628436445,1,Mobile Data,445.75,MB,2.6730,1191.50
212628638949,212628436445,2,SMS,1.00,messages,0.5000,0.50
212628638949,212628436445,3,SMS,1.00,messages,0.5000,0.50
212628638949,212628436445,4,SMS,1.00,messages,0.5000,0.50
212628638949,212628436445,5,Voice Calls,5.58,minutes,1.0753,6.00
212628638949,212628436445,6,Voice Calls,0.95,minutes,1.0526,1.00
212628638949,212628436445,7,Voice Calls,8.98,minutes,1.0022,9.00
212628638949,212628436445,8,Voice Calls,7.35,minutes,1.0884,8.00
212628638949,212628436445,9,Voice Calls,5.63,minutes,1.0657,6.00
212628889484,212628686980,1,Mobile Data,117.23,MB,4.5591,534.46
212628889484,212628686980,2,Mobile Data,95.96,MB,5.0000,479.80
212628889484,212628686980,3,Mobile Data,425.52,MB,2.7050,1151.04
212628889484,212628686980,4,Mobile Data,278.53,MB,3.0771,857.06
212628889484,212628686980,5,Mobile Data,133.49,MB,4.2474,566.98
212628889484,212628686980,6,SMS,1.00,messages,0.5000,0.50
212628889484,212628686980,7,SMS,1.00,messages,0.5000,0.50
212628889484,212628686980,8,Voice Calls,3.33,minutes,1.2012,4.00
212628889484,212628686980,9,Voice Calls,4.23,minutes,1.1820,5.00
212628889484,212628686980,10,Voice Calls,9.82,minutes,1.0183,10.00
212628889484,212628686980,11,Voice Calls,3.63,minutes,1.1019,4.00
212628889484,212628686980,12,Voice Calls,1.40,minutes,1.4286,2.00
212628895365,212628692861,1,Mobile Data,54.49,MB,5.0000,272.45
212628895365,212628692861,2,SMS,1.00,messages,0.5000,0.50
212628895365,212628692861,3,Voice Calls,3.63,minutes,1.1019,4.00
212628895365,212628692861,4,Voice Calls,2.85,minutes,1.0526,3.00
212628895365,212628692861,5,Voice Calls,1.97,minutes,1.0152,2.00
212628895365,212628692861,6,Voice Calls,6.35,minutes,1.1024,7.00
212628895365,212628692861,7,Voice Calls,1.88,minutes,1.0638,2.00
212628895365,212628692861,8,Voice Calls,1.63,minutes,1.2270,2.00
212629295082,212629092578,1,Mobile Data,387.81,MB,2.7736,1075.62
212629295082,212629092578,2,Mobile Data,253.06,MB,3.1855,806.12
212629295082,212629092578,3,Mobile Data,329.18,MB,2.9114,958.36
212629295082,212629092578,4,SMS,1.00,messages,0.5000,0.50
212629295082,212629092578,5,Voice Calls,2.80,minutes,1.0714,3.00
212632508514,212632306010,1,Mobile Data,16.95,MB,5.0000,84.75
212632508514,212632306010,2,Mobile Data,274.87,MB,3.0914,849.74
212632508514,212632306010,3,Mobile Data,281.47,MB,3.0658,862.94
212632508514,212632306010,4,Mobile Data,99.32,MB,5.0000,496.60
212632508514,212632306010,5,Mobile Data,99.32,MB,5.0000,496.60
212632508514,212632306010,6,SMS,1.00,messages,0.5000,0.50
212632508514,212632306010,7,SMS,1.00,messages,0.5000,0.50
212632508514,212632306010,8,SMS,1.00,messages,0.5000,0.50
212632508514,212632306010,9,SMS,1.00,messages,0.5000,0.50
212632508514,212632306010,10,SMS,1.00,messages,0.5000,0.50
212632508514,212632306010,11,Voice Calls,1.05,minutes,1.9048,2.00
212632508514,212632306010,12,Voice Calls,1.05,minutes,1.9048,2.00
212632508514,212632306010,13,Voice Calls,1.05,minutes,1.9048,2.00
212632508514,212632306010,14,Voice Calls,5.17,minutes,1.1605,6.00
212632508514,212632306010,15,Voice Calls,7.37,minutes,1.0855,8.00
212632824624,212632622120,1,SMS,1.00,messages,0.5000,0.50
212632824624,212632622120,2,SMS,1.00,messages,0.5000,0.50
212632824624,212632622120,3,SMS,1.00,messages,0.5000,0.50
212632824624,212632622120,4,SMS,1.00,messages,0.5000,0.50
212632824624,212632622120,5,SMS,1.00,messages,0.5000,0.50
212632824624,212632622120,6,Voice Calls,9.58,minutes,1.0438,10.00
212632824624,212632622120,7,Voice Calls,1.70,minutes,1.1765,2.00
212632824624,212632622120,8,Voice Calls,6.95,minutes,1.0072,7.00
212632824624,212632622120,9,Voice Calls,4.87,minutes,1.0267,5.00
212632824624,212632622120,10,Voice Calls,6.90,minutes,1.0145,7.00
212634046616,212633844112,1,Mobile Data,254.66,MB,3.1780,809.32
212634046616,212633844112,2,Mobile Data,289.95,MB,3.0347,879.90
212634046616,212633844112,3,Mobile Data,357.73,MB,2.8386,1015.46
212634046616,212633844112,4,Mobile Data,77.18,MB,5.0000,385.90
212634046616,212633844112,5,Mobile Data,462.76,MB,2.6483,1225.52
212634046616,212633844112,6,SMS,1.00,messages,0.5000,0.50
212634046616,212633844112,7,SMS,1.00,messages,0.5000,0.50
212634046616,212633844112,8,SMS,1.00,messages,0.5000,0.50
212634046616,212633844112,9,Voice Calls,5.52,minutes,1.0870,6.00
212634046616,212633844112,10,Voice Calls,8.97,minutes,1.0033,9.00
212634046616,212633844112,11,Voice Calls,7.82,minutes,1.0230,8.00
212634046616,212633844112,12,Voice Calls,2.08,minutes,1.4423,3.00
212634153045,212633950541,1,Mobile Data,47.88,MB,5.0000,239.40
212634153045,212633950541,2,Mobile Data,58.92,MB,5.0000,294.60
212634153045,212633950541,3,Mobile Data,401.05,MB,2.7480,1102.10
212634153045,212633950541,4,Mobile Data,391.38,MB,2.7665,1082.76
212634153045,212633950541,5,Mobile Data,250.88,MB,3.1958,801.76
212634153045,212633950541,6,SMS,1.00,messages,0.5000,0.50
212634153045,212633950541,7,SMS,1.00,messages,0.5000,0.50
212634153045,212633950541,8,SMS,1.00,messages,0.5000,0.50
212634153045,212633950541,9,Voice Calls,3.78,minutes,1.0582,4.00
212634153045,212633950541,10,Voice Calls,6.07,minutes,1.1532,7.00
212635732412,212635529908,1,Mobile Data,43.61,MB,5.0000,218.05
212635732412,212635529908,2,Mobile Data,177.11,MB,3.6939,654.22
212635732412,212635529908,3,Mobile Data,39.36,MB,5.0000,196.80
212635732412,212635529908,4,Mobile Data,288.47,MB,3.0400,876.94
212635732412,212635529908,5,Mobile Data,312.90,MB,2.9588,925.80
212635732412,212635529908,6,SMS,1.00,messages,0.5000,0.50
212635732412,212635529908,7,SMS,1.00,messages,0.5000,0.50
212635732412,212635529908,8,SMS,1.00,messages,0.5000,0.50
212635732412,212635529908,9,SMS,1.00,messages,0.5000,0.50
212635732412,212635529908,10,SMS,1.00,messages,0.5000,0.50
212635732412,212635529908,11,SMS,1.00,messages,0.5000,0.50
212635732412,212635529908,12,SMS,1.00,messages,0.5000,0.50
212635732412,212635529908,13,SMS,1.00,messages,0.5000,0.50
212635732412,212635529908,14,SMS,1.00,messages,0.5000,0.50
212635732412,212635529908,15,Voice Calls,7.35,minutes,1.0884,8.00
212635732412,212635529908,16,Voice Calls,6.42,minutes,1.0903,7.00
212635732412,212635529908,17,Voice Calls,8.72,minutes,1.0321,9.00
212635732412,212635529908,18,Voice Calls,5.95,minutes,1.0084,6.00
212635732412,212635529908,19,Voice Calls,7.65,minutes,1.0458,8.00
212636779333,212636576829,1,Mobile Data,162.19,MB,3.8497,624.38
212636779333,212636576829,2,Mobile Data,442.04,MB,2.6787,1184.08
212636779333,212636576829,3,SMS,1.00,messages,0.5000,0.50
212636779333,212636576829,4,SMS,1.00,messages,0.5000,0.50
212636779333,212636576829,5,SMS,1.00,messages,0.5000,0.50
212636779333,212636576829,6,Voice Calls,6.43,minutes,1.0886,7.00
212637943695,212637741191,1,Mobile Data,221.19,MB,3.3563,742.38
212637943695,212637741191,2,Mobile Data,438.21,MB,2.6846,1176.42
212637943695,212637741191,3,SMS,1.00,messages,0.5000,0.50
212637943695,212637741191,4,SMS,1.00,messages,0.5000,0.50
212637943695,212637741191,5,SMS,1.00,messages,0.5000,0.50
212637943695,212637741191,6,SMS,1.00,messages,0.5000,0.50
212637943695,212637741191,7,SMS,1.00,messages,0.5000,0.50
212637943695,212637741191,8,Voice Calls,9.67,minutes,1.0341,10.00
212637943695,212637741191,9,Voice Calls,7.60,minutes,1.0526,8.00
212637943695,212637741191,10,Voice Calls,5.87,minutes,1.0221,6.00
212637943695,212637741191,11,Voice Calls,2.43,minutes,1.2346,3.00
212637943695,212637741191,12,Voice Calls,9.52,minutes,1.0504,10.00
212637943695,212637741191,13,Voice Calls,7.77,minutes,1.0296,8.00
212637965751,212637763247,1,SMS,1.00,messages,0.5000,0.50
212637965751,212637763247,2,Voice Calls,2.07,minutes,1.4493,3.00
212637965751,212637763247,3,Voice Calls,2.07,minutes,1.4493,3.00
212637965751,212637763247,4,Voice Calls,1.17,minutes,1.7094,2.00
212638378475,212638175971,1,Mobile Data,57.15,MB,5.0000,285.75
212638378475,212638175971,2,Mobile Data,174.83,MB,3.7160,649.66
212638378475,212638175971,3,SMS,1.00,messages,0.5000,0.50
212638378475,212638175971,4,Voice Calls,9.13,minutes,1.0953,10.00
212638378475,212638175971,5,Voice Calls,4.47,minutes,1.1186,5.00
212638378475,212638175971,6,Voice Calls,8.50,minutes,1.0588,9.00
212638378475,212638175971,7,Voice Calls,6.57,minutes,1.0654,7.00
212640592532,212640390028,1,Mobile Data,340.48,MB,2.8811,980.96
212640592532,212640390028,2,Mobile Data,223.39,MB,3.3429,746.78
212640592532,212640390028,3,Mobile Data,275.94,MB,3.0872,851.88
212640592532,212640390028,4,Mobile Data,61.77,MB,5.0000,308.85
212640592532,212640390028,5,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,6,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,7,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,8,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,9,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,10,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,11,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,12,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,13,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,14,SMS,1.00,messages,0.5000,0.50
212640592532,212640390028,15,Voice Calls,8.75,minutes,1.0286,9.00
212640592532,212640390028,16,Voice Calls,7.62,minutes,1.0499,8.00
212642604220,212642401716,1,Mobile Data,488.43,MB,2.6142,1276.86
212642604220,212642401716,2,Mobile Data,162.36,MB,3.8477,624.72
212642604220,212642401716,3,Mobile Data,370.55,MB,2.8096,1041.10
212642604220,212642401716,4,Mobile Data,25.46,MB,5.0000,127.30
212642604220,212642401716,5,SMS,1.00,messages,0.5000,0.50
212642604220,212642401716,6,SMS,1.00,messages,0.5000,0.50
212642604220,212642401716,7,SMS,1.00,messages,0.5000,0.50
212642604220,212642401716,8,SMS,1.00,messages,0.5000,0.50
